"Comment ID","Timestamp GMT",Author,"Author email","Author URL",Type,Parent,Comment
1004,2006-11-28T11:23:00+00:00,Anonymous,,,comment,0,"i also agree with what your saying, i also read that newspaper and also saw that there was alot of adds for the Xbox 360, but i do think that the advertising agency has spent alot of time and money and i think that it was a good way of advertising the game console."
1005,2006-11-28T11:24:00+00:00,Anonymous,,,comment,0,"i think you chat poooooooo! the xbox 360 is wikked"
